Intent,Example,Response
Exercise,Egzersiz sekeri dusurur mu? (28),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (29),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Hangi spor diyabete iyi gelir? (30),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Egzersiz sekeri dusurur mu? (31),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (32),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Gunde kac adim atilmali? (33),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Hangi spor diyabete iyi gelir? (34),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Egzersiz sekeri dusurur mu? (35),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Egzersiz sekeri dusurur mu? (36),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (37),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Gunde kac adim atilmali? (38),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Gunde kac adim atilmali? (39),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Gunde kac adim atilmali? (40),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Hangi spor diyabete iyi gelir? (41),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Gunde kac adim atilmali? (42),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Hangi spor diyabete iyi gelir? (43),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Gunde kac adim atilmali? (44),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Hangi spor diyabete iyi gelir? (45),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Egzersiz sekeri dusurur mu? (46),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Egzersiz sekeri dusurur mu? (47),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (48),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Hangi spor diyabete iyi gelir? (49),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Hangi spor diyabete iyi gelir? (50),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Hangi spor diyabete iyi gelir? (51),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Egzersiz sekeri dusurur mu? (52),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (53),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Gunde kac adim atilmali? (54),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Egzersiz sekeri dusurur mu? (55),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Egzersiz sekeri dusurur mu? (56),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (57),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Gunde kac adim atilmali? (58),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Gunde kac adim atilmali? (59),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Egzersiz sekeri dusurur mu? (60),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Egzersiz sekeri dusurur mu? (61),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Egzersiz sekeri dusurur mu? (62),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (63),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Gunde kac adim atilmali? (64),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Egzersiz sekeri dusurur mu? (65),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Hangi spor diyabete iyi gelir? (66),"Hafif yuruyus, yoga, pilates gibi aktiviteler onemlidir."
Exercise,Egzersiz sekeri dusurur mu? (67),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Gunde kac adim atilmali? (68),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Gunde kac adim atilmali? (69),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Egzersiz sekeri dusurur mu? (70),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Egzersiz sekeri dusurur mu? (71),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Gunde kac adim atilmali? (72),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Gunde kac adim atilmali? (73),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
Exercise,Egzersiz sekeri dusurur mu? (74),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Egzersiz sekeri dusurur mu? (75),"Evet, duzenli egzersiz kan sekerini dengelemeye yardimci olur."
Exercise,Gunde kac adim atilmali? (76),Ortalama 7000-10000 adim gunde iyi bir hedef olabilir.
DoctorAppointment,Hangi bolume gitmeliyim? (1),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (2),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi testler yapilir? (3),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (4),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (5),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (6),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi testler yapilir? (7),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (8),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (9),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi testler yapilir? (10),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (11),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi testler yapilir? (12),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi bolume gitmeliyim? (13),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (14),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (15),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (16),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (17),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (18),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (19),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (20),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (21),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi bolume gitmeliyim? (22),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (23),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi bolume gitmeliyim? (24),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (25),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (26),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (27),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (28),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (29),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi bolume gitmeliyim? (30),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (31),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (32),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (33),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (34),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (35),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (36),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (37),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (38),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (39),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (40),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (41),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (42),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi testler yapilir? (43),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (44),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (45),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (46),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (47),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (48),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (49),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (50),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (51),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (52),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (53),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (54),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (55),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (56),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (57),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi testler yapilir? (58),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi testler yapilir? (59),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi bolume gitmeliyim? (60),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (61),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi bolume gitmeliyim? (62),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (63),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (64),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (65),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi bolume gitmeliyim? (66),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (67),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (68),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (69),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (70),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (71),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi testler yapilir? (72),"HbA1c, ac ve tokluk sekeri testleri yapilir."
DoctorAppointment,Hangi bolume gitmeliyim? (73),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Kontrol icin ne zaman gitmeliyim? (74),En az 6 ayda bir seker profili icin doktora gorunun.
DoctorAppointment,Hangi bolume gitmeliyim? (75),Endokrinoloji bolumu diyabet icin dogru tercihtir.
DoctorAppointment,Hangi testler yapilir? (76),"HbA1c, ac ve tokluk sekeri testleri yapilir."
Complication,Diyabet gozleri etkiler mi? (1),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (2),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (3),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (4),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (5),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (6),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Bobrekler zarar gorur mu? (7),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (8),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (9),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (10),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Ayaklarda uyusma normal mi? (11),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Bobrekler zarar gorur mu? (12),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (13),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (14),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (15),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (16),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (17),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Bobrekler zarar gorur mu? (18),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Bobrekler zarar gorur mu? (19),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Bobrekler zarar gorur mu? (20),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (21),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (22),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (23),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Bobrekler zarar gorur mu? (24),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Ayaklarda uyusma normal mi? (25),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (26),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (27),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (28),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (29),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Bobrekler zarar gorur mu? (30),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (31),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (32),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Ayaklarda uyusma normal mi? (33),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (34),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (35),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (36),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (37),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (38),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (39),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (40),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (41),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (42),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (43),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (44),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (45),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (46),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (47),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (48),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (49),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (50),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (51),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (52),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (53),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (54),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (55),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Ayaklarda uyusma normal mi? (56),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (57),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (58),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Ayaklarda uyusma normal mi? (59),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Bobrekler zarar gorur mu? (60),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (61),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (62),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (63),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (64),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (65),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Ayaklarda uyusma normal mi? (66),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Bobrekler zarar gorur mu? (67),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Ayaklarda uyusma normal mi? (68),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (69),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (70),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Diyabet gozleri etkiler mi? (71),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Bobrekler zarar gorur mu? (72),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Bobrekler zarar gorur mu? (73),Uzun sureli kontrolsuz diyabet bobrek sagligini etkileyebilir.
Complication,Ayaklarda uyusma normal mi? (74),"Diyabet ayaklarda sinir hasarina yol acabilir, doktorunuza danisin."
Complication,Diyabet gozleri etkiler mi? (75),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
Complication,Diyabet gozleri etkiler mi? (76),"Evet, retinopati riski artar. Goz doktoru kontrolu onemlidir."
MedicationInfo,Ilaclari ne zaman almaliyim? (1),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (2),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (3),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (4),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (5),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (6),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (7),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (8),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (9),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (10),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (11),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari birakabilir miyim? (12),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari ne zaman almaliyim? (13),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari birakabilir miyim? (14),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari ne zaman almaliyim? (15),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (16),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (17),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (18),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari ne zaman almaliyim? (19),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (20),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (21),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (22),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (23),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari ne zaman almaliyim? (24),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari birakabilir miyim? (25),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Metformin ne ise yarar? (26),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (27),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (28),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari ne zaman almaliyim? (29),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (30),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (31),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (32),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (33),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (34),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (35),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (36),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (37),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (38),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Metformin ne ise yarar? (39),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari ne zaman almaliyim? (40),Ilaclarinizi doktorunuzun belirttigi saatlerde alin.
MedicationInfo,Ilaclari birakabilir miyim? (41),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari birakabilir miyim? (42),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Metformin ne ise yarar? (43),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (44),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Metformin ne ise yarar? (45),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Metformin ne ise yarar? (46),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
MedicationInfo,Ilaclari birakabilir miyim? (47),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Ilaclari birakabilir miyim? (48),Ilac birakmak icin mutlaka doktora danisin.
MedicationInfo,Metformin ne ise yarar? (49),"Metformin, kan sekerini dusurmek icin kullanilan bir ilactir."
